ID spoje,Počáteční datum,Koncové datum,1,2,3,4,5,6,7,8
114521,9.4.2014 6:15:00,9.4.2014 6:15:00,0,1626,18,27,1,1,0,
114522,9.4.2014 21:12:00,9.4.2014 6:16:00,0,1626,18,27,1,1,0,
114523,9.4.2014 6:03:00,9.4.2014 6:03:00,0,1626,18,27,1,2,0,
114524,9.4.2014 21:27:00,9.4.2014 6:04:00,0,1626,18,27,1,2,0,
114525,9.4.2014 21:42:00,9.4.2014 6:00:00,0,1626,18,27,1,3,0,
114526,9.4.2014 21:03:00,9.4.2014 6:00:00,0,1626,17,24,1,4,0,
114527,9.4.2014 21:18:00,9.4.2014 9:21:00,0,1626,17,24,1,4,0,
114528,9.4.2014 14:24:00,9.4.2014 14:11:00,0,1626,17,24,1,4,0,
114529,9.4.2014 19:50:00,9.4.2014 6:01:00,0,1626,18,27,1,5,0,
114530,9.4.2014 6:38:00,9.4.2014 6:38:00,0,1626,18,27,1,6,0,
114531,9.4.2014 21:57:00,9.4.2014 6:40:00,0,1626,18,27,1,6,0,
114532,9.4.2014 19:18:00,9.4.2014 6:06:00,0,1626,17,24,1,7,0,
114533,9.4.2014 19:33:00,9.4.2014 19:20:00,0,1626,17,24,1,7,0,
114534,9.4.2014 6:51:00,9.4.2014 6:51:00,0,1626,18,27,1,8,0,
114535,9.4.2014 22:27:00,9.4.2014 6:53:00,0,1626,18,27,1,8,0,
114536,9.4.2014 19:28:00,9.4.2014 6:17:00,0,1626,17,24,1,9,0,
114537,9.4.2014 19:43:00,9.4.2014 9:33:00,0,1626,17,24,1,9,0,
114538,9.4.2014 15:04:00,9.4.2014 14:51:00,0,1626,17,24,1,9,0,
114539,9.4.2014 18:25:00,9.4.2014 6:01:00,0,1626,18,27,1,10,0,
114540,9.4.2014 21:19:00,9.4.2014 6:00:00,0,1626,17,24,1,11,0,
114541,9.4.2014 21:34:00,9.4.2014 21:21:00,0,1626,17,24,1,11,0,
114542,9.4.2014 21:49:00,9.4.2014 6:00:00,0,1626,17,24,1,12,0,
114543,9.4.2014 22:04:00,9.4.2014 21:51:00,0,1626,17,24,1,12,0,
114544,9.4.2014 6:27:00,9.4.2014 6:14:00,0,1626,17,24,1,13,0,
114545,9.4.2014 21:57:00,9.4.2014 6:29:00,0,1626,17,24,1,13,0,
114546,9.4.2014 22:11:00,9.4.2014 21:59:00,0,1626,17,24,1,13,0,
114547,9.4.2014 20:57:00,9.4.2014 6:04:00,0,1626,18,27,1,14,0,
114548,9.4.2014 15:00:00,9.4.2014 15:00:00,0,1626,18,27,1,14,0,
114549,9.4.2014 6:30:00,9.4.2014 6:30:00,0,1626,17,26,2,1,0,
114550,9.4.2014 19:03:00,9.4.2014 6:32:00,0,1626,17,26,2,1,0,
114551,9.4.2014 14:20:00,9.4.2014 6:23:00,0,1626,17,26,2,2,0,
114552,9.4.2014 19:13:00,9.4.2014 6:25:00,0,1626,17,26,2,2,0,
114553,9.4.2014 6:46:00,9.4.2014 6:46:00,0,1626,17,26,2,3,0,
114554,9.4.2014 17:57:00,9.4.2014 6:48:00,0,1626,17,26,2,3,0,
114555,9.4.2014 14:39:00,9.4.2014 6:55:00,0,1626,17,26,2,4,0,
114556,9.4.2014 18:05:00,9.4.2014 6:57:00,0,1626,17,26,2,4,0,
114557,9.4.2014 7:03:00,9.4.2014 7:03:00,0,1626,17,26,2,5,0,
114558,9.4.2014 18:13:00,9.4.2014 7:05:00,0,1626,17,26,2,5,0,
114559,9.4.2014 14:54:00,9.4.2014 6:38:00,0,1626,17,26,2,6,0,
114560,9.4.2014 18:22:00,9.4.2014 6:40:00,0,1626,17,26,2,6,0,
114561,9.4.2014 15:02:00,9.4.2014 7:11:00,0,1626,17,26,2,7,0,
114562,9.4.2014 18:32:00,9.4.2014 7:13:00,0,1626,17,26,2,7,0,
114563,9.4.2014 15:19:00,9.4.2014 6:16:00,0,1626,17,26,2,8,0,
114564,9.4.2014 18:53:00,9.4.2014 6:18:00,0,1626,17,26,2,8,0,
114565,9.4.2014 19:53:00,9.4.2014 6:01:00,0,1626,15,22,2,32,0,
114566,9.4.2014 6:23:00,9.4.2014 6:22:00,0,1626,15,22,2,32,0,
114567,9.4.2014 18:01:00,9.4.2014 6:24:00,0,1626,15,22,2,32,0,
114568,9.4.2014 18:27:00,9.4.2014 18:18:00,0,1626,15,22,2,32,0,
114569,9.4.2014 15:05:00,9.4.2014 6:03:00,0,1626,14,24,3,1,0,
114570,9.4.2014 19:31:00,9.4.2014 6:20:00,0,1626,14,24,3,1,0,
114571,9.4.2014 19:48:00,9.4.2014 8:41:00,0,1626,14,24,3,1,0,
114572,9.4.2014 21:48:00,9.4.2014 6:01:00,0,1626,14,24,3,2,0,
114573,9.4.2014 22:05:00,9.4.2014 21:50:00,0,1626,14,24,3,2,0,
114574,9.4.2014 22:49:00,9.4.2014 6:01:00,0,1626,14,24,3,3,0,
114575,9.4.2014 6:04:00,9.4.2014 6:01:00,0,1626,14,24,3,4,0,
114576,9.4.2014 21:57:00,9.4.2014 6:07:00,0,1626,14,24,3,4,0,
114577,9.4.2014 22:14:00,9.4.2014 21:59:00,0,1626,14,24,3,4,0,
114578,9.4.2014 15:21:00,9.4.2014 7:00:00,0,1626,14,24,3,5,0,
114579,9.4.2014 19:49:00,9.4.2014 7:17:00,0,1626,14,24,3,5,0,
114580,9.4.2014 20:06:00,9.4.2014 9:09:00,0,1626,14,24,3,5,0,
114581,9.4.2014 6:12:00,9.4.2014 6:01:00,0,1626,14,24,3,6,0,
114582,9.4.2014 20:04:00,9.4.2014 6:15:00,0,1626,14,24,3,6,0,
114583,9.4.2014 20:21:00,9.4.2014 20:06:00,0,1626,14,24,3,6,0,
114584,9.4.2014 19:53:00,9.4.2014 6:05:00,0,1626,14,24,3,7,0,
114585,9.4.2014 20:10:00,9.4.2014 19:55:00,0,1626,14,24,3,7,0,
114586,9.4.2014 18:34:00,9.4.2014 6:16:00,0,1626,12,27,3,8,0,
114587,9.4.2014 18:35:00,9.4.2014 18:35:00,0,1626,12,27,3,8,0,
114588,9.4.2014 18:22:00,9.4.2014 7:10:00,0,1626,12,27,3,9,0,
114589,9.4.2014 18:23:00,9.4.2014 18:23:00,0,1626,12,27,3,9,0,
114590,9.4.2014 20:49:00,9.4.2014 7:34:00,0,1626,12,27,3,10,0,
114591,9.4.2014 20:50:00,9.4.2014 20:50:00,0,1626,12,27,3,10,0,
114592,9.4.2014 20:42:00,9.4.2014 7:18:00,0,1626,12,27,3,11,0,
114593,9.4.2014 20:43:00,9.4.2014 20:43:00,0,1626,12,27,3,11,0,
114594,9.4.2014 6:49:00,9.4.2014 6:35:00,0,1626,14,24,3,12,0,
114595,9.4.2014 23:00:00,9.4.2014 6:52:00,0,1626,14,24,3,12,0,
114596,9.4.2014 6:02:00,9.4.2014 6:00:00,0,1626,14,24,3,13,0,
114597,9.4.2014 20:14:00,9.4.2014 6:05:00,0,1626,14,24,3,13,0,
114598,9.4.2014 20:31:00,9.4.2014 20:16:00,0,1626,14,24,3,13,0,
114599,9.4.2014 23:00:00,9.4.2014 6:00:00,0,1626,12,27,3,14,0,
114600,9.4.2014 6:25:00,9.4.2014 6:11:00,0,1626,14,24,3,15,0,
114601,9.4.2014 20:22:00,9.4.2014 6:28:00,0,1626,14,24,3,15,0,
114602,9.4.2014 20:39:00,9.4.2014 20:24:00,0,1626,14,24,3,15,0,
114603,9.4.2014 6:40:00,9.4.2014 6:26:00,0,1626,14,24,3,16,0,
114604,9.4.2014 20:23:00,9.4.2014 6:43:00,0,1626,14,24,3,16,0,
114605,9.4.2014 20:40:00,9.4.2014 20:25:00,0,1626,14,24,3,16,0,
114606,9.4.2014 18:54:00,9.4.2014 7:02:00,0,1626,12,27,3,17,0,
114607,9.4.2014 18:55:00,9.4.2014 9:15:00,0,1626,12,27,3,17,0,
114608,9.4.2014 21:19:00,9.4.2014 6:00:00,0,1626,12,27,3,18,0,
114609,9.4.2014 21:20:00,9.4.2014 9:35:00,0,1626,12,27,3,18,0,
114610,9.4.2014 19:10:00,9.4.2014 6:00:00,0,1626,12,27,3,19,0,
114611,9.4.2014 19:11:00,9.4.2014 19:11:00,0,1626,12,27,3,19,0,
114612,9.4.2014 19:25:00,9.4.2014 6:00:00,0,1626,12,27,3,20,0,
114613,9.4.2014 19:26:00,9.4.2014 19:26:00,0,1626,12,27,3,20,0,
114614,9.4.2014 6:37:00,9.4.2014 6:23:00,0,1626,14,24,3,21,0,
114615,9.4.2014 20:15:00,9.4.2014 6:40:00,0,1626,14,24,3,21,0,
114616,9.4.2014 20:32:00,9.4.2014 20:17:00,0,1626,14,24,3,21,0,
114617,9.4.2014 21:42:00,9.4.2014 6:00:00,0,1626,12,27,3,22,0,
114618,9.4.2014 21:43:00,9.4.2014 9:51:00,0,1626,12,27,3,22,0,
114619,9.4.2014 20:33:00,9.4.2014 6:00:00,0,1626,14,24,3,23,0,
114620,9.4.2014 20:50:00,9.4.2014 20:35:00,0,1626,14,24,3,23,0,
114621,9.4.2014 20:59:00,9.4.2014 6:00:00,0,1626,14,24,3,24,0,
114622,9.4.2014 21:16:00,9.4.2014 21:01:00,0,1626,14,24,3,24,0,
114623,9.4.2014 21:34:00,9.4.2014 6:09:00,0,1626,12,27,3,25,0,
114624,9.4.2014 21:35:00,9.4.2014 21:35:00,0,1626,12,27,3,25,0,
114625,9.4.2014 19:39:00,9.4.2014 6:34:00,0,1626,12,27,3,26,0,
114626,9.4.2014 19:40:00,9.4.2014 19:40:00,0,1626,12,27,3,26,0,
114627,9.4.2014 22:04:00,9.4.2014 6:38:00,0,1626,12,27,3,27,0,
114628,9.4.2014 22:05:00,9.4.2014 22:05:00,0,1626,12,27,3,27,0,
114629,9.4.2014 21:57:00,9.4.2014 6:42:00,0,1626,12,27,3,28,0,
114630,9.4.2014 21:58:00,9.4.2014 21:58:00,0,1626,12,27,3,28,0,
114631,9.4.2014 14:57:00,9.4.2014 6:43:00,0,1626,14,24,3,29,0,
114632,9.4.2014 21:29:00,9.4.2014 7:00:00,0,1626,14,24,3,29,0,
114633,9.4.2014 21:46:00,9.4.2014 8:53:00,0,1626,14,24,3,29,0,
114634,9.4.2014 23:00:00,9.4.2014 6:50:00,0,1626,12,27,3,30,0,
114635,9.4.2014 19:51:00,9.4.2014 6:58:00,0,1626,12,27,3,31,0,
114636,9.4.2014 19:52:00,9.4.2014 19:52:00,0,1626,12,27,3,31,0,
114637,9.4.2014 23:00:00,9.4.2014 6:01:00,0,1626,14,24,3,32,0,
114638,9.4.2014 6:31:00,9.4.2014 6:27:00,0,1626,13,21,3,33,0,
114639,9.4.2014 19:08:00,9.4.2014 6:33:00,0,1626,13,21,3,33,0,
114640,9.4.2014 19:24:00,9.4.2014 19:11:00,0,1626,13,21,3,33,0,
114641,9.4.2014 13:39:00,9.4.2014 6:00:00,0,1626,15,27,4,1,0,
114642,9.4.2014 18:27:00,9.4.2014 6:06:00,0,1626,15,27,4,1,0,
114643,9.4.2014 18:32:00,9.4.2014 9:07:00,0,1626,15,27,4,1,0,
114644,9.4.2014 13:49:00,9.4.2014 6:08:00,0,1626,15,27,4,2,0,
114645,9.4.2014 18:37:00,9.4.2014 6:14:00,0,1626,15,27,4,2,0,
114646,9.4.2014 18:42:00,9.4.2014 9:15:00,0,1626,15,27,4,2,0,
114647,9.4.2014 13:59:00,9.4.2014 6:05:00,0,1626,18,27,4,3,0,
114648,9.4.2014 18:45:00,9.4.2014 6:23:00,0,1626,18,27,4,3,0,
114649,9.4.2014 19:02:00,9.4.2014 9:23:00,0,1626,18,27,4,3,0,
114650,9.4.2014 13:55:00,9.4.2014 6:10:00,0,1626,14,24,4,4,0,
114651,9.4.2014 19:08:00,9.4.2014 6:25:00,0,1626,14,24,4,4,0,
114652,9.4.2014 19:23:00,9.4.2014 9:33:00,0,1626,14,24,4,4,0,
114653,9.4.2014 14:18:00,9.4.2014 6:26:00,0,1626,15,27,4,5,0,
114654,9.4.2014 19:05:00,9.4.2014 6:32:00,0,1626,15,27,4,5,0,
114655,9.4.2014 19:10:00,9.4.2014 9:31:00,0,1626,15,27,4,5,0,
114656,9.4.2014 14:28:00,9.4.2014 6:34:00,0,1626,15,27,4,6,0,
114657,9.4.2014 19:15:00,9.4.2014 6:40:00,0,1626,15,27,4,6,0,
114658,9.4.2014 19:20:00,9.4.2014 9:39:00,0,1626,15,27,4,6,0,
114659,9.4.2014 13:45:00,9.4.2014 6:12:00,0,1626,13,21,4,7,0,
114660,9.4.2014 18:23:00,9.4.2014 6:14:00,0,1626,13,21,4,7,0,
114661,9.4.2014 18:28:00,9.4.2014 9:12:00,0,1626,13,21,4,7,0,
114662,9.4.2014 13:55:00,9.4.2014 6:20:00,0,1626,13,21,4,8,0,
114663,9.4.2014 18:31:00,9.4.2014 6:22:00,0,1626,13,21,4,8,0,
114664,9.4.2014 18:36:00,9.4.2014 9:20:00,0,1626,13,21,4,8,0,
114665,9.4.2014 14:05:00,9.4.2014 6:28:00,0,1626,13,21,4,9,0,
114666,9.4.2014 18:39:00,9.4.2014 6:30:00,0,1626,13,21,4,9,0,
114667,9.4.2014 18:44:00,9.4.2014 9:29:00,0,1626,13,21,4,9,0,
114668,9.4.2014 14:15:00,9.4.2014 6:36:00,0,1626,13,21,4,10,0,
114669,9.4.2014 18:48:00,9.4.2014 6:38:00,0,1626,13,21,4,10,0,
114670,9.4.2014 18:53:00,9.4.2014 9:39:00,0,1626,13,21,4,10,0,
114671,9.4.2014 14:25:00,9.4.2014 6:45:00,0,1626,13,21,4,11,0,
114672,9.4.2014 18:58:00,9.4.2014 6:47:00,0,1626,13,21,4,11,0,
114673,9.4.2014 19:03:00,9.4.2014 9:46:00,0,1626,13,21,4,11,0,
114674,9.4.2014 15:18:00,9.4.2014 6:37:00,0,1626,18,27,4,12,0,
114675,9.4.2014 18:17:00,9.4.2014 6:56:00,0,1626,18,27,4,12,0,
114676,9.4.2014 18:34:00,9.4.2014 9:55:00,0,1626,18,27,4,12,0,
114677,9.4.2014 14:17:00,9.4.2014 6:00:00,0,1626,17,26,5,1,0,
114678,9.4.2014 18:31:00,9.4.2014 6:08:00,0,1626,17,26,5,1,0,
114679,9.4.2014 18:44:00,9.4.2014 10:42:00,0,1626,17,26,5,1,0,
114680,9.4.2014 6:20:00,9.4.2014 6:08:00,0,1626,17,26,5,2,0,
114681,9.4.2014 21:16:00,9.4.2014 6:22:00,0,1626,17,26,5,2,0,
114682,9.4.2014 21:29:00,9.4.2014 21:18:00,0,1626,17,26,5,2,0,
114683,9.4.2014 6:25:00,9.4.2014 6:13:00,0,1626,17,26,5,3,0,
114684,9.4.2014 19:30:00,9.4.2014 6:27:00,0,1626,17,26,5,3,0,
114685,9.4.2014 19:43:00,9.4.2014 19:32:00,0,1626,17,26,5,3,0,
114686,9.4.2014 22:33:00,9.4.2014 6:00:00,0,1626,15,22,5,4,0,
114687,9.4.2014 22:36:00,9.4.2014 6:01:00,0,1626,17,26,5,5,0,
